"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"7561",1990.15,0.5,"Maxi",27,1,"Yearly","No","Retired","42207","No",62,0,"M","",39,0,3,1560,90,"Diesel","PEUGEOT","PARTNER",6,3,163,"Tourism",18900,1110
"7562",2214.98,0.62,"Maxi",25,3,"Biannual","No","Retired","68043","No",52,0,"F","",33,0,4,1896,105,"Diesel","VOLKSWAGEN","GOLF",4,3,190,"Tourism",23350,1249
"7563",1236,0.8,"Mini",4,1,"Quarterly","No","WorkPrivate","38421","No",25,0,"F","",4,0,11,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"7564",110.98,0.5,"Maxi",10,1,"Biannual","No","WorkPrivate","75120","Yes",63,35,"F","F",43,17,1,1560,93,"Diesel","PEUGEOT","207",1,1,183,"Tourism",21750,1308
"7565",-279.06,0.68,"Median2",4,4,"Monthly","No","WorkPrivate","56198","Yes",27,27,"F","M",8,8,10,1998,101,"Diesel","OPEL","ZAFIRA",12,7,175,"Tourism",23530,1300
"7566",110.98,0.5,"Median2",9,1,"Yearly","No","WorkPrivate","77215","Yes",43,39,"M","F",23,21,10,2188,115,"Diesel","RENAULT","ESPACE",11,9,176,"Tourism",32050,1690
"7567",978.62,0.5,"Maxi",5,3,"Biannual","No","WorkPrivate","57415","Yes",63,64,"F","M",35,45,8,1360,74,"Gasoline","CITROEN","C3",9,9,168,"Tourism",11850,1080
"7568",2400.08,0.6,"Median2",11,1,"Monthly","No","WorkPrivate","22278","No",34,0,"F","",14,0,14,1769,60,"Diesel","PEUGEOT","205",15,13,155,"Tourism",10931,880
"7569",3424.67,0.5,"Maxi",26,2,"Biannual","No","Retired","06088","No",71,0,"F","",48,0,2,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",10300,790
"7570",356.77,0.5,"Maxi",19,2,"Biannual","No","Retired","41018","Yes",65,67,"F","M",45,46,2,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"7571",610.73,0.5,"Maxi",10,1,"Yearly","No","Retired","83028","Yes",79,45,"M","M",60,22,6,1596,116,"Gasoline","FORD","FOCUS",7,5,190,"Tourism",18650,1162
"7572",435.87,0.5,"Maxi",12,7,"Monthly","No","WorkPrivate","01451","No",52,0,"M","",33,0,12,1870,98,"Diesel","RENAULT","LAGUNA",13,11,185,"Tourism",20734,1310
"7573",56.19,0.6,"Maxi",4,3,"Quarterly","No","WorkPrivate","56253","No",36,0,"F","",15,0,8,1997,90,"Diesel","PEUGEOT","307",9,6,174,"Tourism",18450,1243
"7574",750.22,0.5,"Maxi",3,2,"Yearly","No","WorkPrivate","92026","Yes",51,32,"F","F",26,3,4,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"7575",373.99,0.64,"Maxi",2,2,"Yearly","No","WorkPrivate","33407","No",27,0,"F","",9,0,2,1149,75,"Gasoline","RENAULT","TWINGO",3,1,169,"Tourism",10150,955
"7576",340.57,0.8,"Maxi",15,5,"Quarterly","No","WorkPrivate","56109","Yes",40,39,"M","F",21,20,5,1398,55,"Diesel","PEUGEOT","107",6,1,154,"Tourism",11850,880
"7577",274.16,0.5,"Maxi",2,2,"Monthly","No","Professional","69387","No",50,0,"M","",32,0,5,1328,93,"Gasoline","SUZUKI","SWIFT",5,1,175,"Tourism",14670,1110
"7578",-581.1,0.5,"Maxi",32,4,"Yearly","No","Retired","76005","No",64,0,"M","",46,0,12,1360,75,"Gasoline","CITROEN","XSARA",13,11,175,"Tourism",13416,1030
"7579",97.67,0.5,"Median2",17,2,"Monthly","No","Retired","33249","No",68,0,"F","",45,0,14,1149,59,"Gasoline","RENAULT","TWINGO",15,12,152,"Tourism",9620,823
"7580",141.54,0.5,"Maxi",17,1,"Biannual","No","Retired","76400","Yes",62,63,"M","F",43,6,2,1560,109,"Diesel","PEUGEOT","5008",2,1,185,"Tourism",25100,1502
"7581",-375.86,0.72,"Maxi",4,1,"Monthly","No","WorkPrivate","49360","No",24,0,"F","",6,0,1,1399,68,"Diesel","FORD","FUSION",9,1,158,"Tourism",14640,1102
"7582",834.94,0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","17182","No",45,0,"F","",25,0,1,1206,82,"Gasoline","CHEVROLET","AVEO",2,1,170,"Tourism",11990,1065
"7583",1236,0.8,"Median2",22,4,"Biannual","No","Retired","38565","No",81,0,"M","",45,0,10,2179,134,"Diesel","CITROEN","C5",10,7,205,"Tourism",29450,1560
"7584",1045.47,0.5,"Maxi",29,3,"Yearly","No","Retired","61169","No",75,0,"F","",38,0,12,1299,60,"Gasoline","FORD","KA",13,11,155,"Tourism",10413,890
"7585",875.94,0.5,"Maxi",26,3,"Yearly","No","Professional","68153","Yes",45,33,"M","F",27,15,4,2179,161,"Diesel","LAND ROVER","FREELANDER",4,1,181,"Tourism",35630,1835
"7586",2255.14,0.5,"Maxi",3,3,"Quarterly","No","Retired","95426","No",85,0,"M","",39,0,9,2171,170,"Gasoline","BMW","320 I",10,7,226,"Tourism",30850,1390
"7587",59.8,0.5,"Maxi",9,1,"Monthly","No","Retired","92023","Yes",76,68,"M","F",58,43,5,1997,136,"Diesel","PEUGEOT","307",8,6,202,"Tourism",26500,1260
"7588",1342.14,0.6,"Median2",1,1,"Yearly","No","WorkPrivate","80152","No",38,0,"F","",19,0,7,1995,90,"Diesel","TOYOTA","COROLLA",8,7,180,"Tourism",19400,1345
"7589",1873.06,0.5,"Maxi",17,1,"Monthly","No","WorkPrivate","54060","No",62,0,"M","",43,0,1,1390,75,"Gasoline","DACIA","SANDERO",1,1,161,"Tourism",9190,1065
"7590",685.23,0.5,"Maxi",26,2,"Biannual","No","WorkPrivate","21171","No",57,0,"M","",36,0,7,1783,117,"Gasoline","RENAULT","LAGUNA",11,7,203,"Tourism",22050,1280
"7591",618,0.52,"Maxi",12,2,"Biannual","No","Professional","06004","No",48,0,"M","",30,0,2,1560,90,"Diesel","CITROEN","BERLINGO",3,1,160,"Commercial",19375,1336
"7592",871.68,0.54,"Median1",12,4,"Yearly","No","WorkPrivate","93029","Yes",48,43,"M","F",29,17,17,2498,116,"Diesel","BMW","525",18,18,194,"Tourism",27868,1400
"7593",29.9,0.68,"Maxi",4,4,"Monthly","No","WorkPrivate","69383","No",49,0,"M","",9,0,6,1998,135,"Gasoline","RENAULT","LAGUNA",9,6,205,"Tourism",23800,1300
"7594",342.39,0.5,"Maxi",25,1,"Biannual","No","WorkPrivate","24171","Yes",55,19,"F","M",35,1,7,1896,90,"Diesel","VOLKSWAGEN","GOLF",7,4,176,"Tourism",20600,1251
"7595",543.99,0.64,"Median2",1,1,"Yearly","No","WorkPrivate","42059","No",29,0,"F","",9,0,13,2188,113,"Diesel","RENAULT","SAFRANE",13,11,192,"Tourism",27136,1575
"7596",-424.35,0.5,"Maxi",16,4,"Biannual","No","WorkPrivate","66172","No",46,0,"F","",27,0,10,1390,96,"Gasoline","RENAULT","CLIO",12,11,186,"Tourism",12562,980
"7597",-532.63,0.5,"Maxi",5,5,"Monthly","No","WorkPrivate","33262","No",54,0,"F","",32,0,6,1422,70,"Diesel","VOLKSWAGEN","FOX",6,5,161,"Tourism",11220,1085
"7598",3209.15,0.5,"Maxi",6,1,"Yearly","No","WorkPrivate","19264","Yes",50,27,"F","M",31,9,6,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"7599",-833.55,0.5,"Maxi",23,1,"Monthly","No","Retired","83118","Yes",72,75,"M","F",54,55,1,1149,75,"Gasoline","RENAULT","TWINGO",4,1,173,"Tourism",15200,955
"7600",89.47,0.72,"Maxi",1,1,"Monthly","No","WorkPrivate","59291","No",27,0,"M","",7,0,8,1997,109,"Diesel","PEUGEOT","307",10,8,193,"Tourism",23200,1243
"7601",140.9,0.5,"Maxi",12,1,"Yearly","No","Retired","67106","No",79,0,"M","",18,0,10,1998,109,"Diesel","PEUGEOT","406",13,10,191,"Tourism",25078,1485
"7602",-760.31,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","75113","No",62,0,"F","",33,0,4,1560,109,"Diesel","PEUGEOT","308",4,3,191,"Tourism",27150,1322
"7603",523.67,0.5,"Maxi",4,3,"Yearly","No","WorkPrivate","14327","Yes",47,48,"F","M",25,28,4,1497,78,"Hybrid","TOYOTA","PRIUS",7,3,170,"Tourism",29450,1250
"7604",114.96,0.5,"Maxi",17,1,"Biannual","No","Professional","75110","Yes",60,55,"M","F",41,30,1,2148,136,"Diesel","MERCEDES BENZ","C220",10,4,215,"Tourism",31700,1520
"7605",1437.95,0.5,"Maxi",27,10,"Yearly","No","Retired","63113","No",81,0,"M","",59,0,10,1598,108,"Gasoline","RENAULT","MEGANE",12,11,195,"Tourism",15992,1085
"7606",1236,0.5,"Maxi",5,1,"Yearly","No","WorkPrivate","01197","Yes",38,40,"F","M",19,21,3,1560,109,"Diesel","PEUGEOT","308",3,2,185,"Tourism",25150,1495
"7607",568.95,0.5,"Maxi",2,2,"Yearly","No","Retired","30333","No",72,0,"M","",54,0,9,1896,111,"Diesel","SEAT","LEON",11,7,193,"Tourism",19960,1239
"7608",293.38,0.5,"Maxi",26,4,"Biannual","No","Retired","78138","No",81,0,"M","",59,0,4,1560,90,"Diesel","PEUGEOT","307",6,6,179,"Tourism",17500,1193
"7609",56.19,0.5,"Maxi",5,1,"Biannual","No","WorkPrivate","85243","Yes",55,48,"M","F",35,29,7,1997,109,"Diesel","PEUGEOT","307",9,7,183,"Tourism",22250,1260
"7610",318.45,0.5,"Maxi",6,1,"Quarterly","No","Retired","25388","No",72,0,"F","",43,0,6,1360,90,"Gasoline","PEUGEOT","206",8,6,185,"Tourism",14500,1025
"7611",699.12,0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","66171","No",55,0,"M","",36,0,2,1997,136,"Diesel","CITROEN","C4",3,1,207,"Tourism",27200,1381
"7612",61.79,0.5,"Maxi",21,3,"Yearly","No","WorkPrivate","67512","Yes",53,22,"M","F",34,4,7,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"7613",1719.55,0.5,"Maxi",9,2,"Yearly","No","WorkPrivate","05061","No",38,0,"F","",19,0,6,1149,75,"Gasoline","RENAULT","MODUS",7,6,163,"Tourism",12900,1120
"7614",2683.76,0.5,"Maxi",17,4,"Biannual","No","WorkPrivate","06104","No",46,0,"M","",19,0,9,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"7615",596.71,0.5,"Maxi",25,8,"Biannual","No","Retired","38185","No",83,0,"M","",60,0,8,1896,131,"Diesel","VOLKSWAGEN","PASSAT",11,7,208,"Tourism",25500,1375
"7616",393.96,0.5,"Mini",13,4,"Biannual","No","WorkPrivate","70117","No",49,0,"M","",31,0,24,956,37,"Gasoline","RENAULT","EXPRESS",26,19,118,"Commercial",8064,1250
"7617",628.4,0.64,"Maxi",1,1,"Biannual","No","WorkPrivate","01281","Yes",41,36,"M","F",17,18,3,1498,96,"Gasoline","MERCEDES BENZ","A150",7,2,175,"Tourism",20000,1225
"7618",1277.07,0.5,"Maxi",25,4,"Yearly","No","Retired","83118","No",76,0,"M","",54,0,4,1398,68,"Diesel","PEUGEOT","206",6,2,168,"Commercial",15800,1049
"7619",2683.76,0.5,"Maxi",34,4,"Monthly","No","Retired","42208","Yes",74,72,"M","F",51,33,12,1598,90,"Gasoline","RENAULT","MEGANE",13,12,184,"Tourism",15306,1055
"7620",-12.63,0.51,"Maxi",1,1,"Monthly","No","WorkPrivate","63063","Yes",31,38,"F","M",13,20,7,1870,120,"Diesel","RENAULT","SCENIC",8,6,188,"Tourism",24150,1430
"7621",5838.61,0.54,"Maxi",17,4,"Yearly","No","WorkPrivate","94081","No",63,0,"F","",45,0,4,1149,101,"Gasoline","RENAULT","CLIO",4,2,183,"Tourism",15200,1090
"7622",-31.31,0.5,"Maxi",13,1,"Monthly","No","WorkPrivate","62848","No",40,0,"M","",17,0,1,1248,75,"Diesel","OPEL","CORSA",5,4,163,"Tourism",14900,1141
"7623",-776.88,0.5,"Maxi",10,2,"Yearly","No","WorkPrivate","33200","No",58,0,"F","",40,0,2,1198,60,"Gasoline","VOLKSWAGEN","POLO",4,2,157,"Tourism",11450,1014
"7624",637.12,0.5,"Median2",2,2,"Monthly","No","WorkPrivate","64260","Yes",44,38,"M","F",21,16,14,1896,111,"Diesel","VOLKSWAGEN","SHARAN",14,13,172,"Tourism",31268,1775
"7625",2899.74,0.51,"Maxi",11,2,"Yearly","No","WorkPrivate","35352","No",38,0,"M","",19,0,10,1896,68,"Diesel","VOLKSWAGEN","TRANSPORTER",15,11,128,"Commercial",18726,0
"7626",618,0.5,"Median1",11,1,"Biannual","No","WorkPrivate","59350","Yes",66,23,"M","M",32,3,19,2497,90,"Diesel","MERCEDES BENZ","250",26,23,175,"Tourism",26622,1320
"7627",13936.5,0.52,"Maxi",12,1,"Quarterly","No","WorkPrivate","94038","No",46,0,"M","",28,0,1,1598,157,"Gasoline","CITROEN","DS3",1,1,214,"Tourism",21150,1165
"7628",434.16,0.5,"Median2",4,4,"Yearly","No","WorkPrivate","74182","Yes",65,34,"F","F",37,15,22,2464,105,"Gasoline","JEEP","WRANGLER",22,20,145,"Tourism",19125,1370
"7629",113.62,0.5,"Median2",15,2,"Biannual","No","Retired","14625","Yes",64,64,"F","M",42,45,16,1390,81,"Gasoline","RENAULT","CLIO",19,15,175,"Tourism",12501,840
"7630",-871.05,0.5,"Maxi",26,10,"Monthly","No","Retired","49035","No",80,0,"F","",57,0,17,1171,60,"Gasoline","RENAULT","CLIO",20,16,155,"Tourism",9955,820
"7631",832.77,0.5,"Maxi",14,6,"Yearly","No","WorkPrivate","94041","No",72,0,"F","",47,0,6,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"7632",1236,0.5,"Maxi",7,1,"Yearly","No","WorkPrivate","33522","No",37,0,"M","",19,0,5,998,70,"Gasoline","TOYOTA","YARIS",6,4,155,"Tourism",12950,980
"7633",1909.55,0.5,"Mini",12,1,"Biannual","No","Professional","04178","No",52,0,"M","",33,0,23,2820,73,"Diesel","EBRO","JX28",24,17,107,"Commercial",15090,0
"7634",443.23,0.5,"Median2",10,10,"Yearly","No","WorkPrivate","59205","Yes",39,37,"F","F",21,18,17,1905,71,"Diesel","CITROEN","ZX",20,14,167,"Tourism",16084,1035
"7635",60.29,0.5,"Maxi",9,1,"Monthly","No","WorkPrivate","45093","Yes",41,39,"M","F",22,20,2,1461,66,"Diesel","RENAULT","MODUS",3,1,156,"Tourism",16850,1180
"7636",558.72,0.5,"Median1",26,2,"Biannual","No","WorkPrivate","39537","Yes",51,21,"M","F",33,3,16,1360,75,"Gasoline","CITROEN","ZX",18,16,172,"Tourism",12639,945
"7637",6389.19,0.5,"Maxi",28,2,"Monthly","No","WorkPrivate","62774","No",53,0,"M","",34,0,9,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"7638",701.52,0.5,"Maxi",30,7,"Yearly","No","Retired","38378","No",84,0,"F","",33,0,7,1124,60,"Gasoline","PEUGEOT","206",11,8,158,"Tourism",11450,910
"7639",1072.2,0.5,"Mini",18,1,"Biannual","No","WorkPrivate","35172","No",47,0,"M","",28,0,16,2446,130,"Diesel","PEUGEOT","605",17,14,201,"Tourism",31253,1530
"7640",1010.41,0.58,"Median2",6,1,"Monthly","No","Professional","22278","No",49,0,"M","",30,0,5,1997,90,"Diesel","PEUGEOT","PARTNER",9,5,163,"Commercial",16564,1185
"7641",265.45,0.64,"Median2",7,2,"Yearly","No","WorkPrivate","16056","No",34,0,"F","",16,0,10,1124,60,"Gasoline","CITROEN","SAXO",11,8,164,"Tourism",9300,805
"7642",183.99,0.56,"Maxi",1,1,"Biannual","No","WorkPrivate","09289","No",43,0,"M","",24,0,12,1997,90,"Diesel","CITROEN","XSARA",12,11,180,"Tourism",17227,1215
"7643",106.14,0.5,"Median2",10,1,"Yearly","Yes","Retired","56098","Yes",66,62,"M","F",47,44,13,1686,60,"Diesel","OPEL","COMBO",15,10,142,"Commercial",11670,1085
"7644",669.7,0.5,"Median2",1,1,"Monthly","No","WorkPrivate","64526","No",37,0,"M","",18,0,11,1587,98,"Gasoline","PEUGEOT","306",11,10,188,"Tourism",14559,1070
"7645",2683.76,0.57,"Maxi",8,2,"Biannual","No","WorkPrivate","85047","No",54,0,"M","",35,0,2,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"7646",708.75,0.5,"Mini",18,2,"Biannual","No","Retired","94081","No",63,0,"M","",41,0,32,1595,73,"Gasoline","FORD","TAUNUS",35,32,152,"Tourism",5263,1055
"7647",2057.27,0.8,"Median2",1,1,"Monthly","No","WorkPrivate","93048","No",55,0,"F","",9,0,4,1398,68,"Diesel","PEUGEOT","207",5,4,166,"Tourism",16500,1186
"7648",133.16,0.5,"Maxi",25,2,"Yearly","No","WorkPrivate","79133","No",61,0,"F","",41,0,3,1461,86,"Diesel","RENAULT","CLIO",6,5,174,"Tourism",15050,1165
"7649",-499.12,0.51,"Maxi",1,1,"Monthly","No","WorkPrivate","13001","No",34,0,"M","",15,0,2,1870,131,"Diesel","RENAULT","MEGANE",3,2,210,"Tourism",26200,1320
"7650",3715.27,0.58,"Maxi",31,6,"Yearly","No","Retired","34032","No",89,0,"F","",34,0,12,1149,59,"Gasoline","RENAULT","CLIO",13,12,155,"Tourism",10276,890
"7651",2078.4,0.72,"Mini",16,1,"Biannual","No","WorkPrivate","38185","No",60,0,"M","",39,0,28,602,29,"Gasoline","CITROEN","2CV 6",30,21,115,"Tourism",6449,585
"7652",3626.19,0.5,"Maxi",14,1,"Biannual","No","WorkPrivate","07019","No",57,0,"M","",37,0,9,1598,108,"Gasoline","RENAULT","CLIO",10,8,195,"Tourism",14250,995
"7653",1134.46,0.5,"Maxi",3,1,"Monthly","No","Professional","07313","No",37,0,"F","",19,0,10,1997,90,"Diesel","PEUGEOT","306",12,12,181,"Tourism",18340,1200
"7654",1792.15,0.5,"Maxi",2,2,"Monthly","No","WorkPrivate","33449","No",35,0,"F","",17,0,12,1390,75,"Gasoline","RENAULT","CLIO",13,11,170,"Tourism",11419,950
"7655",2453.28,0.51,"Maxi",8,1,"Monthly","No","WorkPrivate","62193","Yes",37,34,"M","F",18,13,8,1896,90,"Diesel","VOLKSWAGEN","GOLF",9,7,180,"Tourism",17390,1260
"7656",626,0.5,"Maxi",7,1,"Monthly","No","WorkPrivate","42305","No",42,0,"M","",24,0,6,1997,136,"Gasoline","PEUGEOT","407",7,6,212,"Tourism",23800,1415
"7657",7365.53,0.9,"Maxi",1,1,"Monthly","No","WorkPrivate","91111","Yes",27,28,"F","M",6,10,5,2698,180,"Diesel","AUDI","A4 AVANT",6,3,224,"Tourism",38020,1560
"7658",394.97,0.5,"Maxi",7,2,"Monthly","No","WorkPrivate","15258","No",35,0,"M","",16,0,2,1398,68,"Diesel","PEUGEOT","206",2,2,169,"Tourism",13750,980
"7659",987.21,0.5,"Maxi",15,4,"Yearly","No","WorkPrivate","11202","No",52,0,"M","",31,0,13,1796,116,"Gasoline","BMW","Z3",13,12,194,"Tourism",24621,1150
"7660",153.06,0.5,"Maxi",8,8,"Biannual","No","Retired","60680","Yes",75,70,"F","M",52,47,12,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"7661",81.99,0.64,"Median2",5,5,"Monthly","No","WorkPrivate","76705","Yes",29,41,"F","M",9,18,11,1868,70,"Diesel","PEUGEOT","306",12,11,162,"Tourism",14231,1325
"7662",406.05,0.5,"Maxi",11,2,"Yearly","No","WorkPrivate","42032","Yes",49,48,"M","F",31,30,13,1905,93,"Diesel","PEUGEOT","406",16,14,178,"Tourism",20413,1335
"7663",-821.81,0.5,"Maxi",6,1,"Biannual","No","WorkPrivate","47001","No",49,0,"M","",30,0,1,1798,127,"Gasoline","MAZDA","MX5",5,1,196,"Tourism",27650,1080
"7664",246.61,0.5,"Median2",19,3,"Yearly","No","WorkPrivate","72350","Yes",38,36,"M","F",19,17,19,1870,93,"Diesel","RENAULT","R19",20,19,185,"Tourism",15123,1005
"7665",1742.19,0.5,"Maxi",26,1,"Yearly","No","WorkPrivate","15268","No",55,0,"F","",33,0,4,1398,55,"Diesel","CITROEN","C1",6,2,154,"Tourism",11450,880
"7666",1362.02,0.5,"Maxi",4,3,"Biannual","No","Retired","22187","No",67,0,"F","",47,0,7,1896,105,"Diesel","VOLKSWAGEN","GOLF",8,4,187,"Tourism",21370,1251
"7667",130.11,0.64,"Median2",7,1,"Monthly","No","WorkPrivate","62392","No",27,0,"M","",9,0,16,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"7668",2376.24,0.5,"Maxi",2,2,"Monthly","No","Retired","93064","No",74,0,"M","",55,0,2,1997,140,"Diesel","CITROEN","C5",3,1,204,"Tourism",34150,1608
"7669",1240.89,0.5,"Median2",24,5,"Biannual","No","Retired","74123","No",71,0,"M","",32,0,12,1998,109,"Diesel","PEUGEOT","406",13,8,191,"Tourism",22700,1415
"7670",1261.38,0.5,"Maxi",30,6,"Biannual","No","Retired","64102","No",69,0,"F","",46,0,8,1587,109,"Gasoline","CITROEN","C3",9,3,193,"Tourism",16950,1063
"7671",363.65,0.54,"Maxi",9,2,"Biannual","No","WorkPrivate","45234","No",54,0,"F","",35,0,2,1360,75,"Gasoline","PEUGEOT","207",5,2,170,"Tourism",13400,1138
"7672",1841.9,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","66227","No",35,0,"F","",16,0,1,1398,68,"Diesel","PEUGEOT","207",5,1,166,"Tourism",14600,1176
"7673",-682.24,0.83,"Median2",5,3,"Biannual","No","WorkPrivate","77373","No",59,0,"F","",40,0,10,1149,59,"Gasoline","RENAULT","TWINGO",11,5,151,"Tourism",10138,823
"7674",422.17,0.5,"Maxi",12,1,"Monthly","No","Retired","60541","No",64,0,"F","",45,0,1,1398,68,"Diesel","PEUGEOT","206",2,1,169,"Tourism",13350,967
"7675",499.17,0.5,"Maxi",13,1,"Biannual","No","Retired","73065","No",74,0,"F","",41,0,6,1997,138,"Diesel","CITROEN","C5",7,6,205,"Tourism",26350,1486
"7676",2689.43,0.54,"Maxi",9,2,"Monthly","No","WorkPrivate","38053","No",42,0,"M","",23,0,3,1398,68,"Diesel","FORD","FIESTA",9,3,164,"Tourism",15800,1070
"7677",1236,0.5,"Median2",22,1,"Biannual","No","WorkPrivate","14215","Yes",53,33,"F","F",34,14,12,1998,111,"Gasoline","RENAULT","LAGUNA",13,11,190,"Tourism",22563,1290
"7678",653.68,0.51,"Maxi",6,1,"Yearly","No","WorkPrivate","02478","No",35,0,"F","",16,0,1,1390,86,"Gasoline","VOLKSWAGEN","POLO",2,1,177,"Tourism",14950,995
"7679",832.75,0.5,"Maxi",7,3,"Biannual","No","Retired","37261","Yes",75,79,"F","M",33,49,8,1998,109,"Diesel","PEUGEOT","406",10,8,191,"Tourism",23850,1415
"7680",339.03,0.5,"Median2",4,4,"Quarterly","No","WorkPrivate","34209","No",59,0,"M","",40,0,10,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"7681",883.04,0.5,"Median2",4,2,"Monthly","No","WorkPrivate","45223","No",35,0,"F","",16,0,9,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",16300,1176
"7682",3121.36,0.5,"Maxi",9,1,"Biannual","Yes","Retired","69029","Yes",86,84,"M","F",57,56,7,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"7683",405.72,0.5,"Maxi",9,3,"Monthly","No","WorkPrivate","38185","No",58,0,"F","",15,0,6,1149,75,"Gasoline","RENAULT","MODUS",7,6,163,"Tourism",12900,1120
"7684",64.4,0.5,"Median1",2,2,"Yearly","No","Retired","65254","No",77,0,"F","",25,0,23,993,45,"Gasoline","OPEL","CORSA",29,24,140,"Tourism",7424,760
"7685",1016.25,0.55,"Maxi",27,3,"Monthly","No","WorkPrivate","49353","No",54,0,"F","",35,0,3,1870,131,"Diesel","RENAULT","SCENIC",7,4,190,"Tourism",25740,1530
"7686",618,0.5,"Maxi",26,2,"Yearly","No","Retired","16243","No",62,0,"M","",44,0,8,1997,94,"Diesel","CITROEN","JUMPY",11,4,160,"Commercial",22186,0
"7687",1975.23,0.58,"Maxi",29,5,"Yearly","No","Retired","66180","No",67,0,"F","",42,0,9,1324,63,"Gasoline","MAZDA","DEMIO",13,11,151,"Tourism",12951,995
"7688",-701.09,0.5,"Maxi",4,1,"Monthly","No","WorkPrivate","59053","No",41,0,"M","",23,0,10,1998,164,"Gasoline","MERCEDES BENZ","C200",11,9,230,"Tourism",33985,1520
"7689",294.86,0.5,"Median2",2,2,"Yearly","No","Professional","07319","No",46,0,"M","",24,0,13,1896,111,"Diesel","AUDI","A3",14,13,194,"Tourism",22654,1170
"7690",341.64,0.5,"Maxi",1,1,"Yearly","No","Retired","69052","No",67,0,"M","",46,0,1,1995,177,"Diesel","BMW","320",4,1,232,"Tourism",39150,1420
"7691",-130.54,0.5,"Maxi",3,1,"Yearly","No","WorkPrivate","94056","Yes",48,21,"M","F",29,3,13,1390,75,"Gasoline","RENAULT","CLIO",13,13,170,"Tourism",11114,950
"7692",668.56,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","59350","Yes",37,40,"F","M",18,21,2,1896,105,"Diesel","VOLKSWAGEN","TOURAN",4,1,179,"Tourism",23700,1498
"7693",1010.41,0.5,"Median2",2,1,"Monthly","Yes","Retired","02691","No",68,0,"F","",29,0,15,1299,60,"Gasoline","FORD","KA",15,14,155,"Tourism",9041,890
"7694",1074.48,0.5,"Mini",3,1,"Yearly","No","WorkPrivate","34183","No",51,0,"M","",33,0,19,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"7695",473.01,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","03217","No",35,0,"M","",17,0,7,1896,116,"Diesel","AUDI","A4",7,7,201,"Tourism",26900,1530
"7696",68.47,0.5,"Maxi",5,2,"Yearly","No","WorkPrivate","26206","No",52,0,"M","",33,0,6,1149,75,"Gasoline","RENAULT","CLIO",10,8,170,"Tourism",13050,930
"7697",1760.12,1.32,"Maxi",7,4,"Biannual","No","Professional","75105","No",60,0,"M","",23,0,4,2148,116,"Diesel","MERCEDES BENZ","VITO",4,1,166,"Commercial",26521,0
"7698",109.18,0.5,"Maxi",3,2,"Yearly","No","WorkPrivate","94068","No",53,0,"M","",34,0,3,2987,218,"Diesel","CHRYSLER","300 C",3,1,227,"Tourism",49570,1870
"7699",1193.14,0.5,"Maxi",10,1,"Biannual","No","WorkPrivate","08105","No",49,0,"M","",29,0,1,1149,59,"Gasoline","RENAULT","CLIO",5,1,160,"Tourism",13000,890
"7700",567.17,0.5,"Maxi",20,6,"Monthly","No","WorkPrivate","91345","No",59,0,"M","",39,0,9,1390,98,"Gasoline","RENAULT","CLIO",10,8,186,"Tourism",12450,980
"7701",618,0.5,"Maxi",12,6,"Yearly","No","WorkPrivate","37261","Yes",55,67,"F","M",18,47,10,1596,101,"Gasoline","FORD","FOCUS",13,7,185,"Tourism",18400,1077
"7702",197.1,0.5,"Maxi",15,3,"Yearly","No","WorkPrivate","73039","No",40,0,"M","",22,0,3,1461,106,"Diesel","RENAULT","KANGOO",4,1,170,"Tourism",20600,1430
